date,end_date,name,country_code,year,status,date_status,source_urls
2028-01-01,,Tahun Baru,BR,2028,statutory,confirmed,https://legis.sigepe.gov.br/sigepe-bgp-ws-legis/legis-service/download/?id=0026440285-ALPDF%2F2025 https://www.gov.br/mre/pt-br/eresp/feriados-e-pontos-facultativos https://www2.camara.leg.br/legin/fed/lei/1940-1949/lei-662-6-abril-1949-347136-normaatualizada-pl.html https://www2.camara.leg.br/legin/fed/lei/2002/lei-10607-19-dezembro-2002-473572-publicacaooriginal-1-pl.html
2028-02-28,,Karnaval (Senin),BR,2028,discretionary,estimated,https://legis.sigepe.gov.br/sigepe-bgp-ws-legis/legis-service/download/?id=0026440285-ALPDF%2F2025 https://www.gov.br/mre/pt-br/eresp/feriados-e-pontos-facultativos
2028-02-29,,Karnaval (Selasa),BR,2028,discretionary,estimated,https://legis.sigepe.gov.br/sigepe-bgp-ws-legis/legis-service/download/?id=0026440285-ALPDF%2F2025 https://www.gov.br/mre/pt-br/eresp/feriados-e-pontos-facultativos
2028-03-01,,Rabu Abu,BR,2028,discretionary,estimated,https://legis.sigepe.gov.br/sigepe-bgp-ws-legis/legis-service/download/?id=0026440285-ALPDF%2F2025 https://www.gov.br/mre/pt-br/eresp/feriados-e-pontos-facultativos
2028-04-14,,Jumat Agung,BR,2028,statutory,confirmed,https://legis.sigepe.gov.br/sigepe-bgp-ws-legis/legis-service/download/?id=0026440285-ALPDF%2F2025 https://www.gov.br/mre/pt-br/eresp/feriados-e-pontos-facultativos https://www2.camara.leg.br/legin/fed/lei/1995/lei-9093-12-setembro-1995-348594-publicacaooriginal-1-pl.html
2028-04-21,,Hari Tiradentes,BR,2028,statutory,confirmed,https://legis.sigepe.gov.br/sigepe-bgp-ws-legis/legis-service/download/?id=0026440285-ALPDF%2F2025 https://www.gov.br/mre/pt-br/eresp/feriados-e-pontos-facultativos https://www2.camara.leg.br/legin/fed/lei/1940-1949/lei-662-6-abril-1949-347136-normaatualizada-pl.html https://www2.camara.leg.br/legin/fed/lei/2002/lei-10607-19-dezembro-2002-473572-publicacaooriginal-1-pl.html
2028-05-01,,Hari Buruh,BR,2028,statutory,confirmed,https://legis.sigepe.gov.br/sigepe-bgp-ws-legis/legis-service/download/?id=0026440285-ALPDF%2F2025 https://www.gov.br/mre/pt-br/eresp/feriados-e-pontos-facultativos https://www2.camara.leg.br/legin/fed/lei/1940-1949/lei-662-6-abril-1949-347136-normaatualizada-pl.html https://www2.camara.leg.br/legin/fed/lei/2002/lei-10607-19-dezembro-2002-473572-publicacaooriginal-1-pl.html
2028-06-15,,Hari Raya Tubuh dan Darah Kristus,BR,2028,discretionary,estimated,https://legis.sigepe.gov.br/sigepe-bgp-ws-legis/legis-service/download/?id=0026440285-ALPDF%2F2025 https://www.gov.br/mre/pt-br/eresp/feriados-e-pontos-facultativos
2028-09-07,,Hari Kemerdekaan Brasil,BR,2028,statutory,confirmed,https://legis.sigepe.gov.br/sigepe-bgp-ws-legis/legis-service/download/?id=0026440285-ALPDF%2F2025 https://www.gov.br/mre/pt-br/eresp/feriados-e-pontos-facultativos https://www2.camara.leg.br/legin/fed/lei/1940-1949/lei-662-6-abril-1949-347136-normaatualizada-pl.html https://www2.camara.leg.br/legin/fed/lei/2002/lei-10607-19-dezembro-2002-473572-publicacaooriginal-1-pl.html
2028-10-12,,Hari Bunda Maria dari Aparecida,BR,2028,statutory,confirmed,https://legis.sigepe.gov.br/sigepe-bgp-ws-legis/legis-service/download/?id=0026440285-ALPDF%2F2025 https://www.gov.br/mre/pt-br/eresp/feriados-e-pontos-facultativos https://www2.camara.leg.br/legin/fed/lei/1980-1987/lei-6802-30-junho-1980-357065-publicacaooriginal-1-pl.html
